"methods","2.0","0.0","17.0","NNS"
"particular","0.0","1.0","4.0","JJ"
"Property","2.0","1.0","3.0","NN"
"showed","1.0","0.0","1.0","VBD"
"calculation","0.0","1.0","3.0","NN"
"day-of-week","1.0","0.0","5.0","JJ"
"expect","1.0","0.0","1.0","VB"
"values","0.0","1.0","4.0","NNS"
"DateTime","2.0","1.0","31.0","NNP"
"Date","1.0","0.0","5.0","NN"
"represented","1.0","0.0","4.0","VBN"
"value","1.0","0.0","8.0","NN"
"monthOfYear","1.0","0.0","1.0","NN"
"power","1.0","0.0","3.0","NN"
"year","1.0","0.0","6.0","NN"
"returns","1.0","0.0","4.0","VBZ"
"instance","0.0","1.0","5.0","NN"
"directly","1.0","0.0","4.0","RB"
"instant","0.0","1.0","13.0","JJ"
"Querying","0.0","1.0","1.0","VBG"
"fields","1.0","1.0","21.0","NNS"
"connection","0.0","1.0","1.0","NN"
"involves","0.0","1.0","2.0","VBZ"
"appropriate","1.0","0.0","2.0","JJ"
"CODEID","1.0","1.0","37.0","NN"
"Knowing","1.0","0.0","1.0","VBG"
"class","1.0","1.0","21.0","NN"
"iDoW","0.0","1.0","1.0","NNP"
"property","2.0","1.0","11.0","NN"
"properties","2.0","0.0","5.0","NNS"
"available","2.0","0.0","4.0","JJ"
"definitions","1.0","0.0","1.0","NNS"
"suggest","1.0","0.0","1.0","VB"
"flexible","0.0","1.0","1.0","JJ"
"powerful","0.0","1.0","1.0","JJ"
"extract","1.0","0.0","1.0","VB"
"associated","1.0","0.0","5.0","VBN"
"representation","0.0","1.0","1.0","NN"
"names","1.0","0.0","1.0","NNS"
"month","1.0","0.0","4.0","NN"
"say","1.0","0.0","4.0","VB"
"binding","1.0","0.0","1.0","NN"
"example","1.0","0.0","11.0","NN"
"day","1.0","1.0","5.0","NN"
"behave","1.0","0.0","1.0","VBP"
"DateTimeField","0.0","1.0","2.0","NN"
"DateTimes","0.0","1.0","2.0","NNS"
"way","0.0","1.0","4.0","NN"
"use","1.0","0.0","14.0","NN"
"calling","0.0","1.0","6.0","VBG"
"getDayOfYear","1.0","0.0","2.0","NN"
"pretty","1.0","0.0","1.0","RB"
"DateTimeConstants","0.0","1.0","1.0","NNS"
"Properties","1.0","0.0","1.0","NNP"
"API","1.0","1.0","9.0","NNP"
"document","1.0","0.0","2.0","NN"
"day-of-year","1.0","0.0","2.0","JJ"
"complete","1.0","0.0","5.0","JJ"
"corresponding","1.0","0.0","3.0","JJ"
"write","1.0","0.0","3.0","VB"
"making","1.0","0.0","1.0","VBG"
"datetime","1.0","0.0","18.0","NN"
"calendar","2.0","1.0","15.0","NN"
"direct","0.0","1.0","2.0","JJ"
"termed","1.0","0.0","1.0","VBN"
"standard","1.0","0.0","10.0","JJ"
"makes","0.0","1.0","1.0","VBZ"
"later","1.0","0.0","1.0","RB"
"separation","0.0","1.0","1.0","NN"
"provides","1.0","1.0","6.0","VBZ"
"list","1.0","0.0","4.0","NN"
"access","0.0","1.0","6.0","NN"
"dayOfYear","1.0","0.0","1.0","NN"
"reference","1.0","0.0","5.0","NN"
"field","2.0","1.0","20.0","NN"
"implementation","1.0","0.0","4.0","NN"
"applied","1.0","0.0","1.0","VBN"
"secret","1.0","0.0","1.0","NN"
"usage","1.0","0.0","5.0","NN"
"method","2.0","1.0","21.0","NN"
"maintained","0.0","1.0","2.0","VBN"
"returned","1.0","0.0","4.0","VBN"
"precise","1.0","0.0","1.0","JJ"
"week","0.0","1.0","2.0","NN"
